,col_labels,corr_values
247,22b980fc8,-0.02366746765688396
207,99197edf2,-0.023639637263710656
3276,aca96197c,-0.023620544535228084
4297,53102b93f,-0.023614392101436153
1231,f66c58ca7,-0.02357194500029507
3927,5f76b9c2f,-0.02352944666933768
227,ea21d2722,-0.023517345058584552
1528,b85fa8b27,-0.023504629723427352
697,578a07608,-0.02348219990390523
1935,b3dbb1222,-0.02347304113216572
2557,51c9aee7e,-0.02344389556747283
2666,1a9b9e2fe,-0.02344134810575596
4001,10d7e8a17,-0.023434177867006238
410,796855249,-0.02342518558194104
651,2de8d5d54,-0.023402197279371137
2832,f8cd9ae02,-0.02339672175442352
2664,9539d34c8,-0.023389410748740663
3880,2bc6017e1,-0.023368457082700866
3244,d6470c4ce,-0.02336440418293475
1207,6e738ec87,-0.023355579545524127
18,6c7a4567c,-0.023325718906444123
2311,43ef60caa,-0.023314318234535787
88,ec1425047,-0.02331401660565676
4079,de5e74ae7,-0.02330939951709623
1804,cfc1ce276,-0.02324671954163559
2191,770d3a11c,-0.02320119207861003
512,a47434e94,-0.023193723221717144
2673,8c1e20670,-0.02318616444826675
4062,f765e41ac,-0.02318616444826675
1746,8ab2f764a,-0.023159963822076236
1453,9fa38def3,-0.023136649652293416
361,b0d770462,-0.023080004162620037
2515,c25438f10,-0.02303681160095445
3213,d3b9b9a70,-0.02302838706070844
283,5693d94b2,-0.02302302604740661
1733,efaee7633,-0.023015159412955417
624,0c9462c08,-0.023014686421363912
2385,4a29bc92b,-0.022933228669613788
1219,8f3ab95d5,-0.022924829634670556
304,9c3f5714f,-0.02289621308702089
1450,37a382722,-0.022871618831953
3795,68811ba58,-0.022870427001909617
3328,5cf6f9d23,-0.022814134907964783
3222,74fa547c6,-0.02281402438297923
3938,e17a13988,-0.02279727240691582
44,b0868a049,-0.0227958108735146
1863,f98d7054f,-0.022764176435868637
74,0b8e10df6,-0.022763995633051832
528,dd2fc85d7,-0.022729018656736093
4123,0ac076350,-0.02271813579940935
384,e8dfb33d5,-0.022641780933976785
4229,4e2abc4ad,-0.022631496864041145
21,71cebf11c,-0.022629893313293317
3850,123ba6017,-0.022606784139916125
292,cdf5a5db0,-0.022605229629320954
3575,cdd16fdd1,-0.022544715960226242
476,72ad5471c,-0.022520987528033498
791,e62c5ac64,-0.022469657228942654
2498,d8aa77bcc,-0.022467085270274936
4410,3e3822506,-0.02244965939634776
971,f49c1d119,-0.022433675515454363
210,9dbb6b717,-0.022430525068654623
757,1977eaf08,-0.022400134531402098
3302,191e21b5f,-0.022359999880430033
2881,e40fc884a,-0.022350026325954567
3100,964037597,-0.022326705276407958
3845,9dcdc2e63,-0.02232278302037959
1781,32174174c,-0.022308088656360227
3149,98d0d2971,-0.022295626009433744
3875,9d2835f75,-0.02226692231643934
1542,f8341140d,-0.022250270619304374
2456,2165c4b94,-0.022230233669346147
2424,5e645a169,-0.0222295235952468
3155,99fc30923,-0.022228649028266875
2286,88f64cd8b,-0.02218224490085243
272,6cd6037bd,-0.022181111326513084
2051,280898a2f,-0.022163886383590962
370,3a01b4018,-0.022138871958068053
785,a175a9aa4,-0.022133530365085974
4113,54481feaa,-0.022129378907936464
628,c8c4ef2e5,-0.022120779659734826
3300,4810efa27,-0.022108902748170595
2964,47aab5d12,-0.02210381996285317
2954,aecd09bf5,-0.022065532504329313
4162,b4eaa55ea,-0.02206156446442903
1630,4fa7f2b3c,-0.022054141560509947
2114,7f9f72202,-0.02202557281559064
2923,c45d71aeb,-0.02201123400091009
2068,94516b63e,-0.021993898324562135
3259,38a92f707,-0.021967919595111324
3365,01b72b3dc,-0.021897562784041175
766,aca228668,-0.021879006125130957
2350,df69cf626,-0.02186863666963214
3531,dc10234ae,-0.021860608785297008
1458,30b3daec2,-0.021857485166886056
576,6cd2424c4,-0.021854515812578273
555,0a03426de,-0.02185306744410136
4729,f677d4d13,-0.02184376241202362
2791,f967f827b,-0.02182559209242759
968,6c05550b8,-0.02181893697545174
3179,b0fcfeab8,-0.021759196591871914
3821,e4f19cd02,-0.021706327571390002
3733,9e39c29d0,-0.02170495803307972
3089,95742c2bf,-0.021660810317011933
3343,81e3fed66,-0.021647391273255427
3070,aef2f0a59,-0.021645714841090062
1554,983f4e3dc,-0.02164355431168744
3006,3bd7cec10,-0.021615002589613228
2827,978975efd,-0.021609056678275007
3812,5dfd0ef29,-0.021606879664006002
3756,148f36817,-0.021587133231059926
3130,57b902085,-0.021572768801343872
980,35d8689dd,-0.0215340933463193
2166,292471107,-0.02148236447148176
4038,542f770e5,-0.021459334335813186
184,6035df6d8,-0.02142951697803978
3583,0bde2a22d,-0.02141242844580104
2721,81c73bfde,-0.02135498349816907
4035,f9378f7ef,-0.021354324555326612
601,9ecfbd198,-0.021347581998709127
3705,af9c1bd29,-0.02132474789247563
1820,28b40090c,-0.02131673379034647
4002,81f4bc3d8,-0.02128167150669953
3619,54df5e66f,-0.02127446351103673
1173,470cea05f,-0.02126465108598217
2482,58939b6cc,-0.02123503503601874
239,90b0ed912,-0.021206426979805675
3574,b517115d3,-0.021203628349986244
2009,85629e36a,-0.02120308966166997
3126,3d4a6baed,-0.021175925851294044
2260,a5f8c7929,-0.02116182829948962
1257,2eeadde2b,-0.021125653383177748
4078,9d4428628,-0.02108546867318835
2712,829fb34b8,-0.02106959062711775
3127,26144d11f,-0.02106617647115678
2495,474a9ec54,-0.021054969210977076
467,87c8931b6,-0.021054477184977473
3521,71d64e3f7,-0.021035525855787735
3826,7e4399efc,-0.021016162993127637
1452,f1f6d2370,-0.021015701328955968
2960,1583363d5,-0.021006427745129695
2414,d5fa5ffba,-0.020975977304267077
4044,48f9838a4,-0.02095348653321712
4494,7bddf55e1,-0.0209092259103789
48,151d318cd,-0.020885081039222368
3687,12122f265,-0.020881914284124104
1389,6ae3c4017,-0.02087784217750153
3456,892a4779b,-0.020856177329592905
188,6fec5a793,-0.020812799614022277
4733,7e293fbaf,-0.020763329775439366
2695,5f7942448,-0.020737331115370884
477,041c5d0c9,-0.020706336699273988
988,c768b2fbd,-0.020681822953581157
3935,6879db4be,-0.020668959442158324
3991,ab515bdeb,-0.02066279526747444
3139,736513d36,-0.020653030378845215
2178,9622663e9,-0.02062208434493738
1607,78144b68c,-0.020615534320201197
3349,c5da3db1d,-0.020542593466673333
1204,f06ce77ec,-0.020537656462554104
3174,30992dccd,-0.02045138718689624
3528,abbde281d,-0.020432918804532935
2720,39abf0d03,-0.020362018608809283
305,084031585,-0.020300523042459283
2864,afa9b3198,-0.020299356356728266
4638,e369704a1,-0.020281427002222758
2026,9eab942f8,-0.02027956682235621
2937,6b795a2bc,-0.020272443183918527
3825,c33a4095a,-0.020266630403325263
2265,94072d7a3,-0.020266542818360746
4403,2f93e3c96,-0.020236413644481956
4254,77854931e,-0.02018945614568973
1130,c02ab7d25,-0.020187078035561228
2942,8c922fa9a,-0.020182729432705274
710,51c141e64,-0.020150305361783624
3869,df8466d2a,-0.020149214657928214
2917,e23508558,-0.020144277876448926
374,c5a742ee4,-0.020098857891557464
325,dc135562a,-0.02009326641158993
2888,5102f1ca2,-0.020092358858934116
3385,556fb6bc0,-0.02008709768667643
1533,6eaeec74c,-0.020002844364688542
4496,7ba58c14d,-0.019985606240816012
1157,4877151a3,-0.01997818284623415
2723,4ddc6b32c,-0.01997106499830362
2892,4a8917f77,-0.019967443094595142
4556,ac37543df,-0.019932891513721466
2328,d6be59f6a,-0.019926696401842716
3931,15177ef79,-0.019923313973675073
2966,63df94487,-0.019865875928059117
2483,be5c8f449,-0.019843268549979913
4120,638d0b2e0,-0.01981026425901785
226,1520de553,-0.01978569013263422
1011,22a7ccfa6,-0.019759422629245006
1834,c09edaf01,-0.01975940087954545
1572,159e45efa,-0.019749663720292708
1579,26e2c24e3,-0.01974543432411319
658,bf406b82b,-0.019733226729716516
3318,c0f2800fc,-0.019732441993191782
2691,1e8e233aa,-0.01972721070026826
670,01fdd93d3,-0.019714825030553555
2693,286bdeb79,-0.019691487613547807
1276,abace6b29,-0.019666391501852377
3016,236910072,-0.01965626743633522
170,13bc4dacc,-0.01960158118748411
3067,78b2cf944,-0.01957465271787135
1661,c3825b569,-0.01953729612224206
667,f4e855860,-0.019527391269155293
2922,1346d1df0,-0.019512662786959293
2856,e81758b8e,-0.019508331814676032
1160,1ab7a3c7f,-0.01949296858824697
336,f519ac616,-0.01949296858824697
521,05527f031,-0.019471541205000407
1861,12336717c,-0.019450788459188045
2223,8d81c1c27,-0.01939695876222929
3097,767b6d272,-0.019382726289858956
3119,8768af50f,-0.019359788141244404
3405,cb5329038,-0.0193482610042725
4367,af06d341e,-0.019329471564620653
2514,12d3a67b0,-0.019325992043853248
53,a8c320153,-0.019321705239705264
3094,2d1dd55ed,-0.019321624344936266
1083,b440fc661,-0.01931311880466028
3712,8c8236fe1,-0.01928680908906171
1728,1d593ae5b,-0.01927019864562854
1946,72d34a148,-0.019264727873278775
1337,d1e4fdebb,-0.01926314748651762
756,1ce5f7bde,-0.01925376661134375
1508,aac52d8d9,-0.019225227866618757
2093,6312f13bd,-0.019221404935404435
3236,9f62e4134,-0.019213024525382396
487,98aa38e4e,-0.01919977819186734
2787,58057e2b0,-0.019192288762497955
853,bc70cbc26,-0.019188424391820308
848,1e4464cd6,-0.019159228093199705
489,dbfa2b77f,-0.019146639349671254
2263,f30ab5791,-0.019145447276601925
4467,1ecddbaa0,-0.019142598333162706
1088,48aa6d627,-0.0191172415296231
3065,bce33962d,-0.019117066849768917
4245,a8b6710d0,-0.019109571420069454
2193,2ce77a58f,-0.019105284133663646
2829,b0c596a35,-0.019103506613975616
1975,6a1ba30dc,-0.019089827791488986
4533,28bc37378,-0.019063547598430274
3133,0616154cc,-0.019028298105585872
3356,0024cd760,-0.019019046031879275
3448,b3bfbc1fa,-0.01901602636769931
753,300d6c1f1,-0.01901513695324771
2115,4f8b27b6b,-0.018991451923481305
1422,ed6e7fdaf,-0.018934100577981547
2449,20305585c,-0.01891518645295816
1056,c23810d14,-0.018904820734989402
2108,8d9263a24,-0.018901956738483296
1470,41af7a4d0,-0.018875449677546917
675,45a400659,-0.018829193458811587
141,d40eb2705,-0.018814786899112045
1490,6820130f1,-0.018805180294001342
2204,13b54db14,-0.018791565623733575
3199,d3ff41260,-0.01878179554115275
3000,e1c250dbf,-0.018778911583680696
3243,f5c3dec81,-0.018759440273757852
4666,d7568383a,-0.018750885918521698
1122,4033373c9,-0.018748002557525425
2999,3429017f8,-0.018746799332912224
3108,913970e60,-0.018733476455427486
3226,939f628a7,-0.018726233957207915
1916,ca67f1baa,-0.018713017835808355
454,4af2493b6,-0.018702582384586414
4587,ebf53ab7c,-0.01869280016466508
1129,24fef0850,-0.018691307389316163
4220,d1383f1c6,-0.018663509113248235
1752,e9a8d043d,-0.01864825191947632
4219,22d7ad48d,-0.01863936710129024
4615,3685524f4,-0.018612782882320704
308,0ce078942,-0.018612491319911495
3015,e0df7616e,-0.018589560418276346
277,aaed60a3d,-0.018589212135818635
3577,f311fff83,-0.018529298970439395
2434,c333aa06c,-0.018525415697854406
61,7fc39583c,-0.018520889573443892
3701,f7f2e3896,-0.018506517539295202
905,4a39584e5,-0.018491687464481547
887,145c7b018,-0.018466263907343117
4257,2b89a6658,-0.018430038096971062
1877,3871fd3ac,-0.018355989104073423
1987,73e591019,-0.018346775803363365
1142,f31b73813,-0.01832783784202154
4535,98082c8ef,-0.018293895269289998
613,e6e2c3779,-0.018288269231155927
1126,049e4daae,-0.01827485963875566
538,b4d41b335,-0.018237885501361274
3946,fd0f030fe,-0.018220180874041134
1153,939cb6e17,-0.018218652134269035
1476,94e568b42,-0.01818944821073277
1825,ca667c723,-0.01817636241922654
2585,64819a74c,-0.018169894023151986
3027,2f7b0f5b5,-0.018148704564410312
3602,d73900784,-0.01813996673650699
986,d48c44c49,-0.018043450867537444
2603,53bba91b7,-0.01802700181362799
2567,a22d58a16,-0.018016096192521633
3989,0f2b86f4a,-0.017987687754922394
4416,f23c83554,-0.01795680628756124
4005,82ce5b08f,-0.017947350156153247
2939,72dd076a5,-0.017940041212876484
3986,21a3176c5,-0.017925834126247382
199,530e9b9b8,-0.017862471194239376
2746,7166e3770,-0.017841644990437673
3738,1dd7bca9f,-0.017832563193506852
3969,47c197766,-0.017821286938561873
3028,afd87035a,-0.017811768268234884
3753,268b047cd,-0.017765263631542395
4039,8f66157e3,-0.017756666776872848
515,482b04cba,-0.017729193281222137
3263,edc919c58,-0.017715641433101746
1772,1fa0f78d0,-0.017702926930077384
3120,b75aa754d,-0.01769811518223015
4176,6a9e2b09d,-0.017688834683226254
942,3a89d003b,-0.01768716427402182
2174,83ce5d80d,-0.017687141598961897
4343,bf2b3327b,-0.017682913253205795
2000,cc462dc0b,-0.01764080570663781
657,1a67a2101,-0.01763719443316302
3883,00e87edf2,-0.017604349919931976
2817,afb6b8217,-0.017586705286621485
2266,067bcb836,-0.017550321661592122
1713,69e1143e2,-0.017527780225100494
2357,2862eec4f,-0.01749078565789624
725,e5499c39d,-0.01748452653119507
2417,ee6264d2b,-0.01746582102432777
2373,84f287070,-0.017427388877467774
4585,defcc2c50,-0.01740352244458746
2533,2276569b3,-0.017374712907346185
198,52695ed4a,-0.017371503574545796
875,e05e1751c,-0.01735856664108844
2890,f0742e2c4,-0.01734694113702118
4677,e849e3ae0,-0.01734023169143045
2868,169875559,-0.0173346047265026
4475,842415efb,-0.017327103428212018
525,bee629024,-0.017304490139637196
1009,ad13147bd,-0.017287753194924798
1770,01c0495f8,-0.017254201802849565
3793,a2d21363f,-0.01720356865708079
741,ecb354edf,-0.017152803691183716
307,848b67fcc,-0.017133477642784518
2819,162989a6d,-0.01711799105988283
600,16a4479e6,-0.017094090660371864
2481,3b21010bb,-0.017089594656909266
40,11ad148bd,-0.01707849089339185
1179,08da2f555,-0.017067393230308033
4545,015c3e354,-0.017046502450157243
4569,0743b9c08,-0.017045959185597894
416,794e93ca6,-0.017041772085442577
3901,1c4205649,-0.01703320270992048
2862,3391c0af1,-0.017025309900162974
603,1c89146b2,-0.017000311363374418
3610,48373ee1e,-0.01692231139617176
4388,533e43257,-0.016904595556041124
121,3770cb9fa,-0.016902390524864926
289,ef4b87773,-0.016850484072521398
2808,ee7fb1067,-0.016800074497276003
2763,0427cdb39,-0.01678961847217667
616,2b0fc604a,-0.016769314283619725
2740,e1b20c3a6,-0.0167600846266052
347,bc2eb559b,-0.016758430830170635
2489,dcf8a669f,-0.016757866131538953
4524,9db026fcf,-0.016737863183069156
2751,a320c9747,-0.016732641958320787
2054,260ff750c,-0.016728117812933655
824,dc3b4460b,-0.016706344543760084
32,233c7c17c,-0.016701861959479286
1441,1c047a8ce,-0.016701560937679445
1208,c6776639f,-0.016699946223363824
3426,188a6e279,-0.016686349364541855
1191,7a91cb0bc,-0.016683818432875266
3943,4b373b8a7,-0.016677677813107132
1876,bb12b7d99,-0.016673468759679937
2683,24addf864,-0.01665611010760944
4683,6df033973,-0.016647915177110017
1627,ade8a5a19,-0.016643994209756055
3893,9a040fcee,-0.01664175825742876
3382,7a5f0ad65,-0.016620750993623878
2352,cdca583c8,-0.016618133822627567
1716,69918e0c1,-0.01661801973198577
764,0a1cce57e,-0.01661487653515584
2630,be8a71172,-0.016614668830850866
2733,903f6fed0,-0.016607143995148742
506,403b0e1e4,-0.01657193269830668
3786,1f71b76c1,-0.016570771718856632
1293,00f844fea,-0.01656845413179653
1628,f57ebfed7,-0.016566355961878932
1502,e8abdb1f5,-0.016559462236885415
2038,c90b0b8a7,-0.016539955177275408
3807,6e7ffdb38,-0.016526631955320482
684,2e22a32fd,-0.016523986134180577
2921,43a1bf3e9,-0.01652325272963981
458,e23fe2e46,-0.016519435553115004
2803,c9aac7536,-0.01648098159599154
1836,47a8de42e,-0.016408452443377214
2674,5244415dd,-0.01640438088912009
434,e5355e47e,-0.016397368800501484
197,b5ad8afe0,-0.01639535880488561
1649,1d5df91e2,-0.016366687344154914
1940,99cc87fd7,-0.016349261494450026
540,ac2392a17,-0.016340496431563836
823,cf3841208,-0.016333501664294283
1810,7f71851ae,-0.016325878307178028
19,4fcfd2b4d,-0.01630463866964661
4362,cdc36a26a,-0.016261453409982665
2363,9685f5e16,-0.016253826968710455
2909,3607eabff,-0.0161766994326826
4057,4c53b206e,-0.01614427821327739
2812,b2bc178d8,-0.016134703737169045
2602,2d3296db7,-0.01613149879484769
1379,bfc329d6d,-0.016109715046138347
4117,206ba1242,-0.01609773862804038
1027,fcc17a41d,-0.016090713422695364
1700,aabb9253a,-0.01608997602010185
2760,098913433,-0.016079506563612865
3038,6e53a2cff,-0.016078320470406707
4696,00302fe51,-0.01602364185591604
491,e66856e20,-0.01601842485272932
2309,83ea288de,-0.01601600273955318
4539,fb32c00dc,-0.015989895551528212
1720,8b596c673,-0.015972312072666126
342,29c059dd2,-0.01596456233489308
187,701aaedab,-0.015938338440990255
2708,234664d1b,-0.015867714688513078
1672,9886b4d22,-0.015859926721570286
3913,edc3f10a1,-0.015857313354087643
4480,44dad5d70,-0.015843392786047236
4265,0895b9597,-0.015831549848885886
4186,0554bac3e,-0.01581952813150087
2122,9f2619218,-0.015787536492524644
1407,a4511cb0b,-0.015781689191156783
4531,1b7ec860b,-0.01577784509307759
3014,9a804f83c,-0.015751579329158622
2018,bb6f59108,-0.0157504309389706
1573,d746efbfe,-0.015747158795355484
4111,a08d843a2,-0.015735504931993886
3022,29d7f1ebd,-0.015731556907002175
4609,086c13b6c,-0.01572411567462089
1999,a14a16089,-0.01572238839565472
1384,07b0db73c,-0.01572238839565472
1532,8225f7e05,-0.01572238839565472
160,4a3248e89,-0.01572238839565472
862,d00f7d768,-0.01568997274746489
1282,0345f70f2,-0.01567799420953058
1423,1de4d7d62,-0.015665772171139635
596,21216a0a8,-0.01563367973258162
148,4e86dd8f3,-0.015616956097638428
1932,e325dec5e,-0.015568514157736113
4328,b5c9b4e39,-0.015524648627774718
1127,494294e71,-0.015523848339859822
4173,92be22dae,-0.015507491233407287
4387,63688d3df,-0.015502192704816422
1541,1d2df346e,-0.01550099236317784
259,170230a4c,-0.0154921882179901
422,4fc9da4e3,-0.015485346566322935
2113,82c164590,-0.015481415021727405
1443,3ebf86dd5,-0.015479378771297393
466,2c76aca6a,-0.015469636308774891
1651,115d5bc1a,-0.015452620858633238
3720,56da2db09,-0.01544937938204334
3669,03b6943c4,-0.015439172501001736
4655,19915a6d3,-0.015437217970022586
3450,1cb237c61,-0.015415567108747941
4193,ebfc53bb0,-0.015372265220130308
1642,e3cf0fd08,-0.015368589205286753
2931,5bf913a56,-0.015345861863463877
2764,6ebf9e1d9,-0.015330925594146737
67,c1bc828da,-0.015327191214579858
4345,b0c0f5dae,-0.015317426642419594
1133,722a0187a,-0.01531414871333341
3401,b335915da,-0.01531216300562149
4096,667132e4b,-0.015310116487950498
117,587a5d8c3,-0.015309927734034964
1335,4415f4c2b,-0.015294290949208226
786,e720bdb02,-0.015269394413838193
1601,249e3ab39,-0.01525627775547478
2154,1dc5f8e47,-0.01524838838325529
1043,20868afc1,-0.015227279895005877
126,4563c7ee5,-0.015221230301625645
708,c4de134af,-0.015220894949192803
2141,ca45bdef0,-0.015209439169296042
3299,ce3e5685e,-0.015205848626296868
3968,e92c373a6,-0.015169099504519737
1959,a7f94dd85,-0.015155605422176137
3346,207871d87,-0.015138396978954647
2581,3b843ae7e,-0.015091293805030985
3563,5bf03599f,-0.015089524899174303
4214,9060e5b59,-0.01505619407375593
3462,611151826,-0.015028757621591844
66,6cb207ac9,-0.015027161636272263
1531,5ef415428,-0.015003260352830068
3329,3f02111a8,-0.014996550361510258
1398,1d871bff1,-0.01498191179092737
4083,cef8a06cb,-0.014954947762262456
3730,6f0248fcb,-0.014936977298342962
2956,655fe23b2,-0.014921777300327267
2549,92b047b55,-0.014901830448234118
1090,77d47436d,-0.014888024908970256
1989,924357043,-0.014884010113755907
1866,eb4f2651e,-0.014834629594390449
4477,04b88be38,-0.01480471281877848
1942,438b8b599,-0.014788690734281273
2938,797c94ca1,-0.014769580348992086
313,77da28065,-0.014756542375429695
1759,6620268ab,-0.014728998705399357
2442,dcda0db2c,-0.014721555381571595
152,63f968fa6,-0.014716536009436001
348,7e7bf15be,-0.014711966584267542
91,828b327a6,-0.014674911024954248
3713,1ec48dbe9,-0.014645637504383158
2566,2f26d70f4,-0.014634238542191971
29,0eff5bf95,-0.01460013044900994
4485,c8bdcd0f3,-0.014599625269494343
2469,cd7f0affd,-0.01456510690630371
674,85816f8e3,-0.014507302557782601
1312,88c0ec0a6,-0.014506821159287685
2119,8d918c64f,-0.01450327873337064
4092,e2e6f1d23,-0.014493310270042577
3788,9121c8d1b,-0.01445659248232533
2578,56e98e3ad,-0.014447143263308091
1164,303572ae2,-0.014431241058002066
3996,2ef57c650,-0.014430291752111087
4653,6eefca12e,-0.014410188082089862
2561,0dc4d6c7d,-0.014402399045577578
2275,5c4bc83b6,-0.014375949456912377
4390,1906a5c7e,-0.0143654322275174
1897,8646c43a7,-0.014359924386421611
4559,b8fde5765,-0.014355420998218852
2330,9e45b15cd,-0.01434886585422649
267,cc35ec717,-0.014325877213213146
3376,5b465f819,-0.01432472827114104
2227,fec5644cf,-0.01432390727370524
1558,215ffb087,-0.014283574880438148
185,7eacd712f,-0.014279421020710486
3728,175891ff4,-0.014262891113498594
2523,f118f693a,-0.014256618764529433
3309,1029d9146,-0.014248076308356675
3484,177993dc6,-0.014243295050620237
2951,643ef6977,-0.014241296541049959
2097,0f14ab429,-0.0142334834504768
3527,55a763d90,-0.014209446105727176
4359,94c182798,-0.01418401587275471
1578,2af3668d1,-0.01417423123568334
1125,a3faa799b,-0.014169361316262018
1984,8722f33bb,-0.014168899230565395
4314,e926d89d3,-0.014165136833321922
1119,c77f6dbfe,-0.014155291793248015
2959,4cbb46788,-0.014093125349472886
1254,d0631e6c0,-0.014084603210066635
1244,f1d56af33,-0.014083788199934636
499,d7285f250,-0.014071014225234537
172,593d5a082,-0.014042885074629575
3240,50603ae3d,-0.013980969544646856
1353,9be6f99a8,-0.013958275959515655
4279,e6c050854,-0.013930378899193824
565,093cfe734,-0.013871479000288468
241,b21f5b472,-0.013834568531431102
3780,4c6a1accd,-0.01380691084437113
3992,2cbced573,-0.013779406611294561
1354,af0b98ec8,-0.013778929842970073
4575,a72fcabd8,-0.013770072133807031
2021,d48c08bda,-0.013729190071680828
850,08a6181d8,-0.013726998791105264
3787,ad17d2065,-0.013724442065655134
633,8caefc97e,-0.013719313477212506
3624,5a9a395c7,-0.013719250662417375
702,63f291ac1,-0.013705107508689019
3467,5a7e898a1,-0.013703718919227652
4419,923a0c4bc,-0.013676801847997792
1618,9dcbf8c83,-0.013661443537739817
1096,81076f743,-0.013652561109077756
612,ca010e4f8,-0.013631239828652221
2374,0829b92a4,-0.013586047994544787
1206,eeae7ad90,-0.013577673329367825
3923,c8d5efceb,-0.013565905450784947
2718,fdae76b2c,-0.013561351023714769
3791,b33b29b75,-0.013547043979630548
3497,9ee0b383b,-0.01354240512615661
4584,ee0b53f05,-0.013536768300789192
3062,a731ff00d,-0.01353119434369457
4285,0196d5172,-0.013525653573579793
1703,89a2d70f9,-0.0135254184446311
281,0badd2fa2,-0.013519588260975055
4468,903749e8a,-0.013498580174971438
4515,10776252b,-0.013483548249501666
4058,2a3ac7716,-0.013464695317374178
2559,543010a22,-0.0134585970362052
4506,c1543c985,-0.013449173725665918
2732,b1645d357,-0.013443269205321674
3664,3cf3fdec4,-0.0134405283789005
3231,675d9ac8b,-0.013432525569205224
937,5ab3be3e1,-0.013431137145464072
3967,c611e1778,-0.013413691462462816
1283,2ac62cba5,-0.013405668812688372
3353,cb9333bd7,-0.013403713832962785
4015,ac5260727,-0.01338624956266309
3012,73984d29a,-0.013377413368471579
1405,15bba6b9e,-0.013354138182097552
2250,2a728c5fd,-0.013354138182097552
2427,9d2a850a3,-0.013340212820298417
2192,03e726456,-0.013326325639418254
3699,8e1dfcb94,-0.013316122932188977
2795,8d4f4c571,-0.013310964186288663
4588,6b142730f,-0.01330285387923871
2329,a2d1008bb,-0.013289286085062347
2898,2e5ccb523,-0.01324944869790786
3887,d62a74f59,-0.013243581046820928
2992,e3a41c199,-0.013197274758530246
975,08d17e384,-0.013167037891684373
3916,f536ef371,-0.013154421371088635
4308,295408598,-0.013152959235822397
3579,1bd1f24bb,-0.013105058956653471
605,504c22218,-0.013104099852039421
4023,f6240919f,-0.013100907411246674
4679,49f11e712,-0.013096376103052709
2535,9030c5bb2,-0.013088089046850137
4154,6a275e7ec,-0.013087374995979327
1309,8ceddccb8,-0.013078924917541477
1992,8330ae1db,-0.01306721816802173
2556,d37030d36,-0.013066072631152881
1994,b86161bff,-0.013062991055858503
2659,4f45e06b3,-0.013032252196993471
3513,19537e282,-0.01302866712869315
2356,bf0195c11,-0.013013248625554547
2225,317ee395d,-0.013008466314327607
639,c059f2574,-0.0130073843610592
2735,fca8c003b,-0.013001276812726614
2772,19975f6ff,-0.012966334981325347
3656,1af4d24fa,-0.012957063886444539
3761,181e91b1c,-0.01295325013326218
1178,e18f9032c,-0.012946540129105191
1289,ec5fb550f,-0.012929039399434772
1794,2cc07f5bb,-0.012924173414719187
1912,5a5168624,-0.012918062699734698
3140,6ccaaf2d7,-0.012902486429399517
3368,23691e180,-0.012901175928814988
453,1d1cafe32,-0.012892014590849262
3691,467c54d35,-0.012857693869094898
1483,248db7ce7,-0.012852972533364792
4133,d401c2b4a,-0.012851207913356396
4233,2d6565ce2,-0.012842256128758597
1256,d709df8f9,-0.01283870258845271
3506,bc8aebe8c,-0.012793991438210004
16,96f83a237,-0.012779212243371644
1073,7f17e0b2a,-0.012776863556016961
3660,1e403019b,-0.01276003693313765
835,b54c15cae,-0.012748983336372869
4654,22bf44001,-0.012748983336372869
319,3ad3d521e,-0.012748983336372869
2186,3c20d1abb,-0.012748983336372869
4183,59de861ff,-0.012748983336372869
137,1de1fda2c,-0.012748983336372869
685,442b180b6,-0.012736896218556563
358,8e48aed7b,-0.012730511698688681
847,94cdda53f,-0.012695063191238884
715,98e309617,-0.01268781458146189
1668,9c502dcd9,-0.012684146401907365
4203,a46587cda,-0.012679330671278122
2689,f29dfa600,-0.0126266292559967
1137,338f04484,-0.01262310240225237
412,15e8a9331,-0.012622683528832222
254,be448d5b9,-0.012612259924339047
2930,eb4b6b12b,-0.012597033374324678
162,f402f59ff,-0.012583665317871862
4597,ea26c7fe6,-0.012573564439802823
4294,c00356999,-0.01253955192197044
443,9f69313d1,-0.01253770284052691
564,da0c7bb85,-0.012507325824635377
1069,5cd51bc4b,-0.012503769449888204
3079,0ebd1ec32,-0.012490869627040902
2112,d5de50af2,-0.012460074429395517
3648,7f9d59cb3,-0.012458223691134234
2008,20ff37b40,-0.012429288134357397
4322,d2430cbe1,-0.012427215375594167
2368,96fec9b38,-0.012389587133157718
520,89e69d1a3,-0.012389074922222042
3865,d4c72ccf2,-0.012383596411535091
1201,69fe81b64,-0.012337285972809293
4730,71b203550,-0.012320023698596645
3233,befe0f9c4,-0.012300304412777793
475,dc7923918,-0.012298017927979247
447,cde3e280a,-0.012295513040438336
4125,a8e878643,-0.012287167017502506
1714,2bbfea199,-0.012265648625430899
3595,75795ea0a,-0.012254968997787443
3372,86ac4926a,-0.012224908993633004
1138,729284778,-0.012178062227594162
4221,c18b41ac3,-0.012154021702697295
1176,66f57f2e5,-0.012149647287241694
1315,92fd74409,-0.012145069184691132
2046,d9a347160,-0.012136729718944318
2168,5324862e4,-0.012128299507995155
1581,a682ef110,-0.012109313642446844
3757,0a9735aba,-0.01209656742701416
1675,bea06dade,-0.01208972133490895
2880,925f0ae9c,-0.012088690271076587
941,ec2a9147d,-0.012079754100063865
1905,51ee03895,-0.012077369854658944
